<<<<<<< Updated upstream
"id","category_id","property_type_id"
164,33,4
165,33,5
166,34,1
167,34,2
168,34,3
169,34,4
170,34,5
171,35,1
172,35,2
173,35,3
174,35,4
175,35,5
176,36,1
177,36,2
178,36,3
179,36,4
180,36,5
181,37,1
182,37,2
183,37,3
184,37,4
185,37,5
186,38,1
187,38,2
188,38,3
189,38,4
190,38,5
191,39,1
192,39,2
193,39,3
194,39,4
195,39,5
196,40,1
197,40,2
198,40,3
199,40,4
200,40,5
201,41,1
202,41,2
203,41,3
204,41,4
205,41,5
206,42,1
207,42,2
208,42,3
209,42,4
210,42,5
211,43,1
212,43,2
213,43,3
214,43,4
215,43,5
216,44,1
217,44,2
218,44,3
219,44,4
220,44,5
221,45,1
222,45,2
223,45,3
224,45,4
225,45,5
226,46,1
227,46,2
228,46,3
229,46,4
230,46,5
231,47,1
232,47,2
233,47,3
234,47,4
235,47,5
236,48,1
237,48,2
238,48,3
239,48,4
240,48,5
241,49,1
242,49,2
243,49,3
244,49,4
245,49,5
246,50,1
247,50,2
248,50,3
249,50,4
250,50,5
251,51,1
252,51,2
253,51,3
254,51,4
255,51,5
256,52,1
257,52,2
258,52,3
259,52,4
260,52,5
261,53,1
262,53,2
263,53,3
264,53,4
265,53,5
266,54,1
267,54,2
268,54,3
269,54,4
270,54,5
271,55,1
272,55,2
273,55,3
274,55,4
275,55,5
276,56,1
277,56,2
278,56,3
279,56,4
280,56,5
281,57,1
282,57,2
283,57,3
284,57,4
285,57,5
286,58,1
287,58,2
288,58,3
289,58,4
290,58,5
291,59,1
292,59,2
293,59,3
294,59,4
295,59,5
296,60,1
297,60,2
298,60,3
299,60,4
300,60,5
301,61,1
302,61,2
303,61,3
304,61,4
305,61,5
306,62,1
307,62,2
308,62,3
309,62,4
310,62,5
311,63,1
312,63,2
313,63,3
314,63,4
315,63,5
316,64,1
317,64,2
318,64,3
319,64,4
320,64,5
321,65,1
322,65,2
323,65,3
324,65,4
325,65,5
326,66,1
327,66,2
328,66,3
329,66,4
330,66,5
331,67,1
332,67,2
333,67,3
334,67,4
335,67,5
336,68,1
337,68,2
338,68,3
339,68,4
340,68,5
341,69,1
342,69,2
343,69,3
344,69,4
345,69,5
346,70,1
347,70,2
348,70,3
349,70,4
350,70,5
351,71,1
352,71,2
353,71,3
354,71,4
355,71,5
356,72,1
357,72,2
358,72,3
359,72,4
360,72,5
361,73,1
362,73,2
363,73,3
364,73,4
365,73,5
366,74,1
367,74,2
368,74,3
369,74,4
370,74,5
371,75,1
372,75,2
373,75,3
374,75,4
375,75,5
376,76,1
377,76,2
378,76,3
379,76,4
380,76,5
381,77,1
382,77,2
383,77,3
384,77,4
385,77,5
386,78,1
387,78,2
388,78,3
389,78,4
390,78,5
391,79,1
392,79,2
393,79,3
394,79,4
395,79,5
396,80,1
397,80,2
398,80,3
399,80,4
400,80,5
401,81,1
402,81,2
403,81,3
404,81,4
405,81,5
406,82,1
407,82,2
408,82,3
409,82,4
410,82,5
411,83,1
412,83,2
413,83,3
414,83,4
415,83,5
416,84,1
417,84,2
418,84,3
419,84,4
420,84,5
421,85,1
422,85,2
423,85,3
424,85,4
425,85,5
426,86,1
427,86,2
428,86,3
429,86,4
430,86,5
431,87,1
432,87,2
433,87,3
434,87,4
435,87,5
436,88,1
437,88,2
438,88,3
439,88,4
440,88,5
441,89,1
442,89,2
443,89,3
444,89,4
445,89,5
446,90,1
447,90,2
448,90,3
449,90,4
450,90,5
451,91,1
452,91,2
453,91,3
454,91,4
455,91,5
456,92,1
457,92,2
458,92,3
459,92,4
460,92,5
461,93,1
462,93,2
463,93,3
464,93,4
465,93,5
466,94,1
467,94,2
468,94,3
469,94,4
470,94,5
471,95,1
472,95,2
473,95,3
474,95,4
475,95,5
476,96,1
477,96,2
478,96,3
479,96,4
480,96,5
481,97,1
482,97,2
483,97,3
484,97,4
485,97,5
486,98,1
487,98,2
488,98,3
489,98,4
490,98,5
491,99,1
492,99,2
493,99,3
494,99,4
495,99,5
496,100,1
497,100,2
498,100,3
499,100,4
500,100,5
501,101,1
502,101,2
503,101,3
504,101,4
505,101,5
506,102,1
507,102,2
508,102,3
509,102,4
510,102,5
511,103,1
512,103,2
513,103,3
514,103,4
515,103,5
516,104,1
517,104,2
518,104,3
519,104,4
520,104,5
521,105,1
522,105,2
523,105,3
524,105,4
525,105,5
526,106,1
527,106,2
528,106,3
529,106,4
530,106,5
531,107,1
532,107,2
533,107,3
534,107,4
535,107,5
536,108,1
537,108,2
538,108,3
539,108,4
540,108,5
541,109,1
542,109,2
543,109,3
544,109,4
545,109,5
546,110,1
547,110,2
548,110,3
549,110,4
550,110,5
551,111,1
552,111,2
553,111,3
554,111,4
555,111,5
556,112,1
557,112,2
558,112,3
559,112,4
560,112,5
561,113,1
562,113,2
563,113,3
564,113,4
565,113,5
566,114,1
567,114,2
568,114,3
569,114,4
570,114,5
571,115,1
572,115,2
573,115,3
574,115,4
575,115,5
576,116,1
577,116,2
578,116,3
579,116,4
580,116,5
581,117,1
582,117,2
583,117,3
584,117,4
585,117,5
586,118,1
587,118,2
588,118,3
589,118,4
590,118,5
591,119,1
592,119,2
593,119,3
594,119,4
595,119,5
596,120,1
597,120,2
598,120,3
599,120,4
600,120,5
601,121,1
602,121,2
603,121,3
604,121,4
605,121,5
606,122,1
607,122,2
608,122,3
609,122,4
610,122,5
611,123,1
612,123,2
613,123,3
614,123,4
615,123,5
616,124,1
617,124,2
618,124,3
619,124,4
620,124,5
621,125,1
622,125,2
623,125,3
624,125,4
625,125,5
626,126,1
627,126,2
628,126,3
629,126,4
630,126,5
631,127,1
632,127,2
633,127,3
634,127,4
635,127,5
636,128,1
637,128,2
638,128,3
639,128,4
640,128,5
641,129,1
642,129,2
643,129,3
644,129,4
645,129,5
646,130,1
647,130,2
648,130,3
649,130,4
650,130,5
651,131,1
652,131,2
653,131,3
654,131,4
655,131,5
656,132,1
657,132,2
658,132,3
659,132,4
660,132,5
661,133,1
662,133,2
663,133,3
664,133,4
665,133,5
666,134,1
667,134,2
668,134,3
669,134,4
670,134,5
671,135,1
672,135,2
673,135,3
674,135,4
675,135,5
676,136,1
677,136,2
678,136,3
679,136,4
680,136,5
681,137,1
682,137,2
683,137,3
684,137,4
685,137,5
686,138,1
687,138,2
688,138,3
689,138,4
690,138,5
691,139,1
692,139,2
693,139,3
694,139,4
695,139,5
696,140,1
697,140,2
698,140,3
699,140,4
700,140,5
701,141,1
702,141,2
703,141,3
704,141,4
705,141,5
706,142,1
707,142,2
708,142,3
709,142,4
710,142,5
711,143,1
712,143,2
713,143,3
714,143,4
715,143,5
=======
,id,category_id,property_type_id
0,1,1,1
1,2,1,2
2,3,1,3
3,4,1,4
4,5,1,3
5,6,2,1
6,7,2,2
7,8,2,3
8,9,2,4
9,10,2,3
10,11,3,1
11,12,3,2
12,13,3,3
13,14,3,4
14,15,3,4
15,16,4,1
16,17,4,2
17,18,4,3
18,19,4,4
19,20,4,1
20,21,5,1
21,22,5,2
22,23,5,3
23,24,5,4
24,25,5,1
25,26,6,1
26,27,6,2
27,28,6,3
28,29,6,4
29,30,6,3
30,31,7,1
31,32,7,2
32,33,7,3
33,34,7,4
34,35,7,3
35,36,8,1
36,37,8,2
37,38,8,3
38,39,8,4
39,40,8,3
40,41,9,1
41,42,9,2
42,43,9,3
43,44,9,4
44,45,9,1
45,46,10,1
46,47,10,2
47,48,10,3
48,49,10,4
49,50,10,3
50,51,11,1
51,52,11,2
52,53,11,3
53,54,11,4
54,55,11,3
55,56,12,1
56,57,12,2
57,58,12,3
58,59,12,4
59,60,12,4
60,61,13,1
61,62,13,2
62,63,13,3
63,64,13,4
64,65,13,4
65,66,14,1
66,67,14,2
67,68,14,3
68,69,14,4
69,70,14,2
70,71,15,1
71,72,15,2
72,73,15,3
73,74,15,4
74,75,15,3
75,76,16,1
76,77,16,2
77,78,16,3
78,79,16,4
79,80,16,1
80,81,17,1
81,82,17,2
82,83,17,3
83,84,17,4
84,85,17,2
85,86,18,1
86,87,18,2
87,88,18,3
88,89,18,4
89,90,18,3
90,91,19,1
91,92,19,2
92,93,19,3
93,94,19,4
94,95,19,2
95,96,20,1
96,97,20,2
97,98,20,3
98,99,20,4
99,100,20,2
100,101,21,1
101,102,21,2
102,103,21,3
103,104,21,4
104,105,21,3
105,106,22,1
106,107,22,2
107,108,22,3
108,109,22,4
109,110,22,3
110,111,23,1
111,112,23,2
112,113,23,3
113,114,23,4
114,115,23,2
115,116,24,1
116,117,24,2
117,118,24,3
118,119,24,4
119,120,24,1
120,121,25,1
121,122,25,2
122,123,25,3
123,124,25,4
124,125,25,4
125,126,26,1
126,127,26,2
127,128,26,3
128,129,26,4
129,130,26,3
130,131,27,1
131,132,27,2
132,133,27,3
133,134,27,4
134,135,27,2
135,136,28,1
136,137,28,2
137,138,28,3
138,139,28,4
139,140,28,4
140,141,29,1
141,142,29,2
142,143,29,3
143,144,29,4
144,145,29,4
145,146,30,1
146,147,30,2
147,148,30,3
148,149,30,4
149,150,30,1
150,151,31,1
151,152,31,2
152,153,31,3
153,154,31,4
154,155,31,1
155,156,32,1
156,157,32,2
157,158,32,3
158,159,32,4
159,160,32,1
160,161,33,1
161,162,33,2
162,163,33,3
163,164,33,4
164,165,33,2
165,166,34,1
166,167,34,2
167,168,34,3
168,169,34,4
169,170,34,4
170,171,35,1
171,172,35,2
172,173,35,3
173,174,35,4
174,175,35,4
175,176,36,1
176,177,36,2
177,178,36,3
178,179,36,4
179,180,36,1
180,181,37,1
181,182,37,2
182,183,37,3
183,184,37,4
184,185,37,1
185,186,38,1
186,187,38,2
187,188,38,3
188,189,38,4
189,190,38,3
190,191,39,1
191,192,39,2
192,193,39,3
193,194,39,4
194,195,39,3
195,196,40,1
196,197,40,2
197,198,40,3
198,199,40,4
199,200,40,4
200,201,41,1
201,202,41,2
202,203,41,3
203,204,41,4
204,205,41,1
205,206,42,1
206,207,42,2
207,208,42,3
208,209,42,4
209,210,42,3
210,211,43,1
211,212,43,2
212,213,43,3
213,214,43,4
214,215,43,3
215,216,44,1
216,217,44,2
217,218,44,3
218,219,44,4
219,220,44,2
220,221,45,1
221,222,45,2
222,223,45,3
223,224,45,4
224,225,45,3
225,226,46,1
226,227,46,2
227,228,46,3
228,229,46,4
229,230,46,4
230,231,47,1
231,232,47,2
232,233,47,3
233,234,47,4
234,235,47,3
235,236,48,1
236,237,48,2
237,238,48,3
238,239,48,4
239,240,48,1
240,241,49,1
241,242,49,2
242,243,49,3
243,244,49,4
244,245,49,2
245,246,50,1
246,247,50,2
247,248,50,3
248,249,50,4
249,250,50,3
250,251,51,1
251,252,51,2
252,253,51,3
253,254,51,4
254,255,51,2
255,256,52,1
256,257,52,2
257,258,52,3
258,259,52,4
259,260,52,1
260,261,53,1
261,262,53,2
262,263,53,3
263,264,53,4
264,265,53,3
265,266,54,1
266,267,54,2
267,268,54,3
268,269,54,4
269,270,54,4
270,271,55,1
271,272,55,2
272,273,55,3
273,274,55,4
274,275,55,1
275,276,56,1
276,277,56,2
277,278,56,3
278,279,56,4
279,280,56,3
280,281,57,1
281,282,57,2
282,283,57,3
283,284,57,4
284,285,57,4
285,286,58,1
286,287,58,2
287,288,58,3
288,289,58,4
289,290,58,2
290,291,59,1
291,292,59,2
292,293,59,3
293,294,59,4
294,295,59,3
295,296,60,1
296,297,60,2
297,298,60,3
298,299,60,4
299,300,60,2
300,301,61,1
301,302,61,2
302,303,61,3
303,304,61,4
304,305,61,1
305,306,62,1
306,307,62,2
307,308,62,3
308,309,62,4
309,310,62,4
310,311,63,1
311,312,63,2
312,313,63,3
313,314,63,4
314,315,63,3
315,316,64,1
316,317,64,2
317,318,64,3
318,319,64,4
319,320,64,2
320,321,65,1
321,322,65,2
322,323,65,3
323,324,65,4
324,325,65,2
325,326,66,1
326,327,66,2
327,328,66,3
328,329,66,4
329,330,66,1
330,331,67,1
331,332,67,2
332,333,67,3
333,334,67,4
334,335,67,2
335,336,68,1
336,337,68,2
337,338,68,3
338,339,68,4
339,340,68,4
340,341,69,1
341,342,69,2
342,343,69,3
343,344,69,4
344,345,69,4
345,346,70,1
346,347,70,2
347,348,70,3
348,349,70,4
349,350,70,4
350,351,71,1
351,352,71,2
352,353,71,3
353,354,71,4
354,355,71,3
355,356,72,1
356,357,72,2
357,358,72,3
358,359,72,4
359,360,72,2
360,361,73,1
361,362,73,2
362,363,73,3
363,364,73,4
364,365,73,4
365,366,74,1
366,367,74,2
367,368,74,3
368,369,74,4
369,370,74,2
370,371,75,1
371,372,75,2
372,373,75,3
373,374,75,4
374,375,75,1
375,376,76,1
376,377,76,2
377,378,76,3
378,379,76,4
379,380,76,4
380,381,77,1
381,382,77,2
382,383,77,3
383,384,77,4
384,385,77,4
385,386,78,1
386,387,78,2
387,388,78,3
388,389,78,4
389,390,78,2
390,391,79,1
391,392,79,2
392,393,79,3
393,394,79,4
394,395,79,4
395,396,80,1
396,397,80,2
397,398,80,3
398,399,80,4
399,400,80,3
400,401,81,1
401,402,81,2
402,403,81,3
403,404,81,4
404,405,81,3
405,406,82,1
406,407,82,2
407,408,82,3
408,409,82,4
409,410,82,2
410,411,83,1
411,412,83,2
412,413,83,3
413,414,83,4
414,415,83,4
415,416,84,1
416,417,84,2
417,418,84,3
418,419,84,4
419,420,84,4
420,421,85,1
421,422,85,2
422,423,85,3
423,424,85,4
424,425,85,3
425,426,86,1
426,427,86,2
427,428,86,3
428,429,86,4
429,430,86,2
430,431,87,1
431,432,87,2
432,433,87,3
433,434,87,4
434,435,87,3
435,436,88,1
436,437,88,2
437,438,88,3
438,439,88,4
439,440,88,4
440,441,89,1
441,442,89,2
442,443,89,3
443,444,89,4
444,445,89,1
445,446,90,1
446,447,90,2
447,448,90,3
448,449,90,4
449,450,90,1
450,451,91,1
451,452,91,2
452,453,91,3
453,454,91,4
454,455,91,2
455,456,92,1
456,457,92,2
457,458,92,3
458,459,92,4
459,460,92,3
460,461,93,1
461,462,93,2
462,463,93,3
463,464,93,4
464,465,93,4
465,466,94,1
466,467,94,2
467,468,94,3
468,469,94,4
469,470,94,1
470,471,95,1
471,472,95,2
472,473,95,3
473,474,95,4
474,475,95,4
475,476,96,1
476,477,96,2
477,478,96,3
478,479,96,4
479,480,96,4
480,481,97,1
481,482,97,2
482,483,97,3
483,484,97,4
484,485,97,4
485,486,98,1
486,487,98,2
487,488,98,3
488,489,98,4
489,490,98,3
490,491,99,1
491,492,99,2
492,493,99,3
493,494,99,4
494,495,99,3
495,496,100,1
496,497,100,2
497,498,100,3
498,499,100,4
499,500,100,4
500,501,101,1
501,502,101,2
502,503,101,3
503,504,101,4
504,505,101,3
505,506,102,1
506,507,102,2
507,508,102,3
508,509,102,4
509,510,102,4
510,511,103,1
511,512,103,2
512,513,103,3
513,514,103,4
514,515,103,4
515,516,104,1
516,517,104,2
517,518,104,3
518,519,104,4
519,520,104,2
520,521,105,1
521,522,105,2
522,523,105,3
523,524,105,4
524,525,105,1
525,526,106,1
526,527,106,2
527,528,106,3
528,529,106,4
529,530,106,2
530,531,107,1
531,532,107,2
532,533,107,3
533,534,107,4
534,535,107,2
535,536,108,1
536,537,108,2
537,538,108,3
538,539,108,4
539,540,108,2
540,541,109,1
541,542,109,2
542,543,109,3
543,544,109,4
544,545,109,4
545,546,110,1
546,547,110,2
547,548,110,3
548,549,110,4
549,550,110,2
550,551,111,1
551,552,111,2
552,553,111,3
553,554,111,4
554,555,111,1
555,556,112,1
556,557,112,2
557,558,112,3
558,559,112,4
559,560,112,1
560,561,113,1
561,562,113,2
562,563,113,3
563,564,113,4
564,565,113,3
565,566,114,1
566,567,114,2
567,568,114,3
568,569,114,4
569,570,114,3
570,571,115,1
571,572,115,2
572,573,115,3
573,574,115,4
574,575,115,1
575,576,116,1
576,577,116,2
577,578,116,3
578,579,116,4
579,580,116,4
580,581,117,1
581,582,117,2
582,583,117,3
583,584,117,4
584,585,117,2
585,586,118,1
586,587,118,2
587,588,118,3
588,589,118,4
589,590,118,1
590,591,119,1
591,592,119,2
592,593,119,3
593,594,119,4
594,595,119,2
595,596,120,1
596,597,120,2
597,598,120,3
598,599,120,4
599,600,120,4
600,601,121,1
601,602,121,2
602,603,121,3
603,604,121,4
604,605,121,3
605,606,122,1
606,607,122,2
607,608,122,3
608,609,122,4
609,610,122,4
610,611,123,1
611,612,123,2
612,613,123,3
613,614,123,4
614,615,123,1
615,616,124,1
616,617,124,2
617,618,124,3
618,619,124,4
619,620,124,3
620,621,125,1
621,622,125,2
622,623,125,3
623,624,125,4
624,625,125,4
625,626,126,1
626,627,126,2
627,628,126,3
628,629,126,4
629,630,126,2
630,631,127,1
631,632,127,2
632,633,127,3
633,634,127,4
634,635,127,2
635,636,128,1
636,637,128,2
637,638,128,3
638,639,128,4
639,640,128,4
640,641,129,1
641,642,129,2
642,643,129,3
643,644,129,4
644,645,129,3
645,646,130,1
646,647,130,2
647,648,130,3
648,649,130,4
649,650,130,4
650,651,131,1
651,652,131,2
652,653,131,3
653,654,131,4
654,655,131,2
655,656,132,1
656,657,132,2
657,658,132,3
658,659,132,4
659,660,132,2
660,661,133,1
661,662,133,2
662,663,133,3
663,664,133,4
664,665,133,2
665,666,134,1
666,667,134,2
667,668,134,3
668,669,134,4
669,670,134,1
670,671,135,1
671,672,135,2
672,673,135,3
673,674,135,4
674,675,135,1
675,676,136,1
676,677,136,2
677,678,136,3
678,679,136,4
679,680,136,4
680,681,137,1
681,682,137,2
682,683,137,3
683,684,137,4
684,685,137,2
685,686,138,1
686,687,138,2
687,688,138,3
688,689,138,4
689,690,138,2
690,691,139,1
691,692,139,2
692,693,139,3
693,694,139,4
694,695,139,1
695,696,140,1
696,697,140,2
697,698,140,3
698,699,140,4
699,700,140,3
700,701,141,1
701,702,141,2
702,703,141,3
703,704,141,4
704,705,141,2
705,706,142,1
706,707,142,2
707,708,142,3
708,709,142,4
709,710,142,1
710,711,143,1
711,712,143,2
712,713,143,3
713,714,143,4
714,715,143,2
>>>>>>> Stashed changes
