id,variation_value_to_product_id,value,multiplier,discount,start_date,end_date,min_quantity
70,70,4.334889478472023,0.6061075150425969,0.6516541375304381,2021-11-08,2021-04-05,13
71,71,8.85163019677979,1.23764160754043,0.40422255292459364,2020-11-01,2021-04-02,14
72,72,12.944568772793609,1.809919364989542,0.3590308743202968,2022-08-05,2020-01-20,10
73,73,10.357592638313715,1.8250368480462016,0.563355924181119,2021-09-02,2021-11-15,11
74,74,9.418314116838703,1.659533340413627,0.28467039890254753,2022-02-15,2022-06-04,14
75,75,7.800136329646926,1.374405879676219,0.8000204098722147,2023-08-07,2022-01-22,19
76,76,7.214841645786883,1.2712753162035049,0.5657651951351166,2020-02-02,2021-10-19,20
77,77,3.0790454931244935,0.5425364443255087,0.6463526632752911,2020-10-08,2021-12-30,13
78,78,3.50038408404691,0.6167774847669742,0.7728004357797224,2021-06-12,2020-08-14,18
79,79,1.2103315406150401,0.21326380917936927,0.6535708157118294,2023-05-07,2021-06-27,14
80,80,10.556943454911693,1.8601630205733577,0.8451077929077266,2020-09-17,2021-02-05,15
81,81,2.383244952583199,0.4199344392339984,0.24724288484142076,2021-08-01,2023-09-20,15
82,82,2.3943805399494438,0.42189656093328776,0.12749145231541947,2020-05-16,2022-09-29,17
83,83,0.21904474357838255,0.10132653436904293,0.39811720325134903,2022-08-05,2021-03-08,12
84,84,1.068814664660659,0.49441627351409945,0.9468667098300174,2023-09-07,2023-02-01,18
85,85,0.2528442202501593,0.11696162233641492,0.6161722279359132,2020-09-02,2022-07-24,16
86,86,0.4321194744628561,0.19989143800214204,0.3873245001895895,2021-05-08,2023-05-26,14
87,87,3.593793861513584,1.6624305668106851,0.6758017710909743,2021-07-15,2021-05-26,19
88,88,2.824945177691736,1.3067736753774943,0.34523316414852867,2021-04-04,2023-01-18,10
89,89,0.7572580489951766,0.3502952523500621,0.060082162001209194,2021-06-07,2023-03-24,15
90,90,2.0492539537666166,0.9479515362254165,0.2797385483023185,2022-07-12,2020-12-11,12
91,91,2.088594730643876,0.9661499395070368,0.3653895501075639,2021-10-08,2021-03-19,15
92,92,9.463253288714167,1.0821905664893767,0.46051497604908576,2023-01-12,2023-12-20,14
93,93,4.787789493810605,0.5475179059951804,0.8211269592811686,2023-12-23,2022-08-15,13
94,94,17.470526973751866,1.9978794718662134,0.7405495304385924,2020-12-07,2022-01-15,18
95,95,14.095219101035365,1.6118889221672692,0.1857220286301079,2022-05-06,2023-11-17,16
96,96,3.892211957605536,0.4451022216980296,0.6534722098608129,2020-07-19,2021-07-01,11
97,97,2.020099302578321,0.29636093683131737,0.39335132322303923,2021-06-11,2020-07-12,18
98,98,10.823065990771362,1.587810050881304,0.10409472737488512,2021-03-19,2023-02-10,11
99,99,2.5097715070597606,0.3681988475098442,0.9578826558950321,2022-08-20,2021-10-27,14
100,100,11.508156536871157,1.6883170288290092,0.331866069529705,2022-11-16,2023-05-26,19
101,101,5.100053011531946,0.7482090046057963,0.9839545881503328,2021-08-30,2021-02-25,19
102,102,0.5836508829277194,0.28253562033247254,0.8526427013639609,2020-07-14,2021-06-21,14
103,103,3.7370872908720245,1.8090613872914962,0.5428215231513259,2021-11-05,2020-05-23,12
104,104,2.7073418521520494,1.3105788614810918,0.7718922830683981,2023-01-17,2020-07-21,20
105,105,0.9232308692378898,0.44692060610232764,0.04877363683737146,2023-07-03,2020-04-16,14
106,106,2.89942222402354,1.4035617534938234,0.1945820244695846,2023-10-31,2021-09-26,20
107,107,0.23603754141443511,0.11426182181161545,0.4589343821037849,2021-05-03,2023-12-02,14
108,108,2.793398320161919,1.3522373567973769,0.8568046627719368,2023-09-14,2021-01-11,20
109,109,9.00828374187968,1.634858655790244,0.4365230976667729,2023-12-24,2020-11-21,17
110,110,2.492243157667241,0.4523020605694327,0.08290277450654793,2022-01-13,2023-11-15,12
111,111,1.2844584982565144,0.23310856474419078,0.06495334362527017,2021-05-03,2023-11-19,19
112,112,10.255529133901788,1.8612136400989827,0.1973353351838174,2022-07-01,2021-05-25,16
113,113,3.3229847685327893,0.6030683055240216,0.8491022812202459,2020-03-02,2020-01-07,17
114,114,5.624551867953192,1.020765727384354,0.6812550527669887,2020-10-19,2020-03-20,10
115,115,1.5239052961729882,0.2765643085231186,0.13871719649822578,2023-06-14,2022-10-28,17
116,116,15.082657869078536,1.9565910867283378,0.1578003460295696,2021-04-20,2020-10-24,18
117,117,7.705831592177003,0.9996355774928339,0.8202154249578635,2020-04-26,2023-12-08,14
118,118,2.4885343244033704,0.3228240088988129,0.5821780395201179,2021-02-25,2020-01-31,18
119,119,13.21272276340291,1.7140145864666587,0.061507434780568304,2023-07-11,2022-09-20,10
120,120,2.880078882093382,0.37361695257512995,0.36430183672309135,2020-12-17,2023-04-17,11
121,121,7.352285019579907,0.9537719055398287,0.6790309184466979,2020-03-18,2021-05-16,11
122,122,7.8091218518121766,1.0130348605039776,0.035324324172281374,2023-12-20,2023-05-27,15
123,123,10.646474473332146,1.3811091679211505,0.18087504237337504,2020-06-29,2020-09-21,12
124,124,14.657463911580662,1.90143298962155,0.3809032969518946,2021-01-08,2020-09-25,12
125,125,2.982323619394573,1.7764053835661486,0.4621707128265147,2022-07-30,2021-11-25,16
126,126,2.6072964257086144,1.5530224074481231,0.7877716160059977,2021-04-12,2023-07-14,10
127,127,2.220972813919491,1.3229107792807435,0.41315657737569234,2020-02-25,2020-02-15,11
128,128,1.465162340968865,0.8727162449338207,0.9606899103727528,2022-12-09,2023-06-30,17
129,129,2.7309643639898082,1.626684564669624,0.059459248465367764,2021-08-17,2021-10-16,16
130,130,2.304057822939339,1.3723999280628136,0.4972769666070116,2022-09-11,2021-04-25,11
131,131,1.0054179402250418,0.5988719098540775,0.6841004986602133,2022-05-13,2020-04-02,18
132,132,2.2510785437863516,1.3408430989873943,0.5823846624904139,2022-09-10,2020-12-23,18
133,133,1.8190167982369148,1.0834877919255748,0.09863331544924836,2022-05-13,2022-10-02,19
134,134,1.2867149059105414,0.43835848019670764,0.6277372901731194,2023-06-13,2023-07-25,12
135,135,3.492005268835366,1.1896575655213493,0.21502667509188034,2023-10-16,2021-01-08,20
136,136,5.842861005351998,1.9905479127827723,0.2775086316195019,2023-11-02,2023-08-29,12
137,137,1.6974269652730607,0.5782800069572993,0.29297181141321926,2023-01-01,2022-04-20,17
138,138,1.6298607037627402,0.555261509563521,0.4821725914852709,2021-07-21,2021-10-09,19
139,139,4.890774802163514,1.6661908550314148,0.46555931945560924,2022-10-20,2020-10-22,16
140,140,3.396831998956914,1.1572339029465022,0.9499752468483603,2023-10-24,2022-03-30,17
141,141,3.069992723999093,1.045886185452146,0.7102105593102849,2021-05-30,2022-11-16,13
142,142,4.119374763184109,1.403390022339264,0.5912015268276442,2023-04-01,2021-07-18,11
143,143,4.482950786603075,1.527253228034482,0.35051418889851704,2020-03-12,2020-01-16,20
144,144,4.228716185512704,1.427562290361922,0.4279265382397789,2021-07-13,2023-01-02,20
145,145,2.6176330113693567,0.8836805340210713,0.5204919941053548,2022-09-26,2020-02-03,18
146,146,5.300337274902617,1.7893283180775237,0.737207922270408,2023-09-02,2022-06-28,20
147,147,0.9790957064994573,0.33053060265486345,0.10901902293839694,2023-01-26,2021-01-20,13
148,148,1.9898594716575009,0.6717519502939486,0.6555032850092504,2022-11-18,2021-11-09,11
149,149,1.0070404499075876,0.2924106113168531,0.23968766811392372,2020-09-27,2023-04-21,19
150,150,1.6248392434004957,0.4717985623099371,0.1970139818924268,2020-01-03,2020-08-31,13
151,151,5.852115001280681,1.6992569912936895,0.025770815997262497,2021-02-17,2020-11-02,15
152,152,4.472928870841839,1.2987878149479377,0.729977103589613,2021-02-26,2023-06-28,19
153,153,5.683978634784946,1.6504358563371702,0.2099288355655572,2022-01-22,2021-09-06,17
154,154,1.2394385809997417,0.3598911972136629,0.7950156529454199,2020-06-16,2020-02-22,11
155,155,0.5326428597926894,0.15466153743857047,0.9410658290216778,2023-06-19,2023-03-19,17
156,156,5.536831240553057,1.6077092116378662,0.8820783970977685,2022-02-17,2021-12-31,20
157,157,1.2760096106338215,0.17274213938686028,0.43138449606107776,2023-11-02,2022-01-31,16
158,158,7.5447945745178115,1.0213903917143727,0.024995450824791487,2023-10-12,2020-02-10,10
159,159,14.484153390261522,1.9608188080953497,0.34364658502347667,2022-07-16,2022-08-09,14
160,160,2.7158640712447157,0.36766507559271955,0.6126455454064396,2022-10-14,2020-12-01,14
161,161,4.878578580725935,0.6604465155892559,0.5344514661572266,2020-08-04,2021-02-12,15
162,162,4.6113199550823785,0.6242658893788249,0.8000277515486935,2020-11-16,2020-03-08,11
163,163,6.435099164786172,0.8711633420531991,0.08386948222369417,2023-06-22,2020-12-26,12
164,164,1.0540864002612447,0.14269887809800752,0.7812920429890073,2022-07-11,2023-11-13,15
165,165,5.747192599668158,1.4245997216250987,0.4278245558909708,2023-07-27,2021-03-17,15
166,166,6.765318649971973,1.6769702595336113,0.5002805469301808,2020-08-25,2021-01-17,19
167,167,7.0960740669342535,1.758957084711119,0.4752363000012547,2020-07-14,2023-02-15,15
168,168,4.579300485896806,1.1351055466320974,0.4833120277787668,2021-09-10,2021-11-14,20
169,169,6.178604551017477,1.5315370366949759,0.9083649890157197,2024-01-08,2020-08-06,16
170,170,2.0410166567898917,0.5059221020821463,0.3174566275922708,2023-10-04,2021-06-27,14
171,171,6.341970311740712,1.5720317327075701,0.4876552916904763,2022-03-15,2023-02-04,10
172,172,3.220559268322676,0.7983041733096827,0.48593432912428813,2023-08-09,2020-07-25,10
173,173,3.5648803640377915,0.8836536249939234,0.5149889966989784,2020-12-31,2022-02-16,19
174,174,0.6294970514018333,0.15603815404457685,0.6064068291895239,2023-01-09,2021-10-02,10
175,175,3.367123317033026,0.3522587214753452,0.279072972873302,2023-03-16,2020-03-03,13
176,176,18.36423141903621,1.921212878608571,0.2560078919993767,2023-05-02,2020-07-18,20
177,177,18.20505439818393,1.904560238186988,0.3941000983862901,2021-09-30,2023-01-06,12
178,178,9.388854644253676,0.982234869858263,0.07660501992182711,2023-09-12,2020-08-10,18
179,179,12.73400795653605,1.3321951528579152,0.048474002701615504,2020-01-15,2024-01-06,17
180,180,2.758797013029226,0.5173933280894071,0.9593067496195347,2022-05-05,2023-11-16,17
181,181,1.3678636366889168,0.25653337886641414,0.006396332633439306,2021-02-17,2020-05-23,19
182,182,9.297381841888745,1.7436597585738647,0.7679216676088936,2023-06-22,2022-10-05,10
183,183,6.805845493091478,1.276389322412097,0.6373616299440584,2023-04-12,2023-08-05,19
184,184,5.538092549553502,1.0386310127015788,0.7112542862079366,2020-08-05,2021-10-24,17
185,185,6.541818556537064,1.2268728937789,0.2618330664487071,2020-12-10,2022-09-13,18
186,186,7.662968562612967,1.152454694774438,0.7774646635522923,2020-10-28,2023-02-11,11
187,187,5.389271556109169,0.8105072147307003,0.22068905707260156,2023-06-20,2020-12-10,13
188,188,7.231996401297867,1.087639618663084,0.4846412301545565,2021-05-16,2022-03-07,15
189,189,8.205709581248017,1.2340789934860779,0.31995600594396456,2022-02-02,2023-08-24,10
190,190,3.159203296172996,0.47512118060679775,0.7355885832434446,2023-04-03,2023-11-24,12
191,191,4.480786555791585,0.6738776833430434,0.6358364191332246,2022-03-19,2020-02-05,20
192,192,2.761885121851283,0.41536741917936837,0.6222185735459911,2022-11-20,2020-04-14,17
193,193,7.622241023931619,1.6729827692324972,0.44439443309488136,2022-07-25,2020-05-26,13
194,194,8.569235510635274,1.8808357423724347,0.07552016203935052,2022-06-04,2022-07-07,19
195,195,3.540584992791799,0.7771123567657187,0.29734069462782475,2020-03-26,2020-03-17,18
196,196,7.0080988627013685,1.5381865524280793,0.9784934728107351,2023-01-07,2020-01-12,18
197,197,5.314306256640899,1.166421105009712,0.026720115511153386,2021-10-01,2023-07-03,17
198,198,4.06106281850701,0.8913504701309665,0.3619547951232772,2021-12-30,2022-06-12,19
199,199,5.425687613533588,1.1908678642121766,0.19562975696984386,2021-09-13,2023-02-20,18
200,200,0.6767140430384324,1.2547224277912874,0.22769014212076577,2021-03-03,2021-03-08,14
201,201,0.9504996318242863,1.7623591795176645,0.602812840895043,2020-11-17,2023-06-15,19
202,202,0.9484459299705351,1.7585513292116057,0.13903197863623595,2022-08-16,2021-11-07,14
203,203,0.11671387309203851,0.21640383513461364,0.6544703203008293,2020-07-09,2022-01-30,11
204,204,0.20199129283051273,0.3745200915220376,0.38257647533383443,2020-09-15,2023-02-25,16
205,205,0.4052206300438236,0.7513356903852899,0.9749032820397164,2023-07-20,2021-08-31,16
206,206,1.0440425136975593,1.9358007580604066,0.2716419896504638,2023-05-05,2021-05-24,12
207,207,0.8992970677777975,1.6674224686122863,0.7976797622979848,2023-12-06,2021-01-16,16
208,208,1.2464526395997888,0.3389414812616293,0.6309075547441804,2022-03-13,2022-04-20,11
209,209,3.2703957857510475,0.8893019732303337,0.5113265867450099,2021-01-09,2022-07-04,18
210,210,4.567582318951689,1.242039262291579,0.6390236524541084,2022-05-31,2022-02-08,15
211,211,0.8661447709270378,0.23552631068219732,0.34405116900068966,2021-11-01,2023-04-03,17
212,212,5.011189354940839,1.3626670511857646,0.9377174920758068,2020-07-18,2020-05-16,10
213,213,4.666155620664557,0.631843157388625,0.5984856588945625,2022-08-18,2022-01-20,16
214,214,6.645221155687347,0.8998280078702547,0.391870360636004,2022-12-13,2021-04-22,14
215,215,1.6259505514945398,0.22016962436151472,0.36437369293618804,2022-04-09,2020-03-22,18
216,216,3.878417423462279,0.5251756927392088,0.37937648894214004,2021-06-28,2020-12-19,10
217,217,5.763999291512859,0.7805019394137982,0.681409472431938,2021-07-24,2023-02-22,11
218,218,8.616408496294502,1.9609796230561567,0.7678182633756673,2021-11-11,2020-07-04,10
219,219,4.7874892965807705,1.0895686944545095,0.5582929358287678,2020-09-05,2023-09-03,19
220,220,0.7219953720974828,0.16431651461660457,0.8240669961504484,2021-10-07,2020-06-21,16
221,221,6.926214900577354,1.5763141093857311,0.8839227879079466,2023-08-28,2020-02-09,18
222,222,2.3562756574556474,0.5362569047835734,0.9603419169464815,2022-09-01,2022-03-25,13
223,223,2.055422170664574,0.467786664848175,0.6473116704552418,2022-10-24,2022-06-04,13
224,224,3.224671779138548,0.7338922768871012,0.8429360701779794,2020-07-12,2022-05-10,11
225,225,16.330630194595066,1.7736641877262787,0.19572665884538187,2022-04-17,2023-03-18,20
226,226,6.464232810400591,0.7020781256027344,0.19269430498067186,2021-10-31,2023-04-12,13
227,227,7.948096248957296,0.8632400286697374,0.6696169086147337,2020-08-15,2023-03-10,11
228,228,10.540040454691562,1.144750206753192,0.9782656532807255,2022-06-24,2022-10-03,20
229,229,16.5038622307787,1.7924788602211283,0.553641632280127,2022-07-14,2020-02-19,14
230,230,9.649506549863819,1.0480296224200916,0.5549053480970482,2021-09-01,2020-10-20,19
231,231,8.595965311645127,0.9336048670827407,0.8077385962892059,2020-05-21,2022-02-22,11
232,232,3.5314227633495037,1.3461689652912456,0.8206584819972499,2021-05-03,2022-05-06,19
233,233,1.0946004525884985,0.4172587813504318,0.7920480234415801,2022-04-25,2022-07-18,11
234,234,2.4828793282653066,0.94646699652118,0.5129822268976333,2020-09-10,2023-11-10,20
235,235,2.983890110506797,1.1374509742339147,0.5205623179959425,2022-05-27,2022-10-26,16
236,236,1.7626415702240608,0.6719142786850253,0.5903331587327005,2022-08-25,2021-01-25,15
237,237,3.804953449383237,1.4504381353308549,0.2073927066920922,2020-09-01,2020-07-31,11
238,238,0.6694018647651893,0.2551742105213929,0.7801203419839967,2023-10-23,2020-10-27,12
239,239,4.45469111989629,1.69811640730181,0.8957330648498321,2022-07-07,2022-07-02,13
240,240,12.974996073023895,1.49724158631367,0.18548153938446232,2023-03-28,2021-02-07,11
241,241,10.655094944384839,1.2295380412500987,0.8151743041232836,2021-08-03,2021-08-27,15
242,242,14.404294475931547,1.6621745848318197,0.5086852118695215,2020-02-20,2022-03-03,11
243,243,5.907183973753061,0.6816558135148219,0.2452276208754416,2020-06-20,2020-10-04,20
244,244,11.334056880116608,1.3078864307201477,5.185498874482608e-05,2021-10-14,2022-06-03,19
245,245,11.05130917244487,1.275258935191178,0.9921487607086846,2022-02-07,2021-02-28,14
246,246,11.356352357523194,1.8680224540207904,0.6638108833050856,2023-04-09,2020-10-28,11
247,247,5.616684664614381,0.9238964009163773,0.716073835222694,2020-02-13,2020-07-06,18
248,248,8.238923518251513,1.355232177069437,0.7290182248109125,2022-06-04,2022-08-06,19
249,249,9.567402936355,1.5737556346546357,0.8911799614446734,2022-01-14,2021-06-11,15
250,250,10.657369794328705,1.7530458240334934,0.508800424001661,2021-06-19,2020-01-13,11
251,251,9.690959212990652,1.5940795812727326,0.967700645961366,2020-11-01,2022-10-13,18
252,252,1.5833312026660258,0.2604443879176138,0.514644784580731,2023-12-23,2021-07-20,14
253,253,10.739799580617934,1.766604816113059,0.49860217922748507,2023-10-03,2023-07-03,13
254,254,7.2797369667855465,1.1974542251951104,0.19058973394986922,2023-01-20,2022-06-02,20
255,255,6.563387759856255,1.0796209314282592,0.44270827675458346,2021-09-28,2022-06-08,16
256,256,1.9371439024737103,0.41300252823720474,0.4350593507533108,2022-04-08,2020-11-15,17
257,257,1.3723487095082456,0.29258718772838443,0.12230499138394724,2022-07-09,2023-08-13,12
258,258,6.016954156274379,1.2828253366491449,0.8239124876413906,2022-03-12,2020-05-25,16
259,259,3.7217934369081123,0.7934929857595061,0.24549651070029566,2020-04-04,2021-09-26,18
260,260,3.0463210593529704,0.649481072484284,0.5995264612336115,2020-10-17,2020-12-26,17
261,261,8.601973260881495,1.833956011237066,0.8815926174366767,2023-03-11,2020-12-30,18
262,262,2.906671528355551,1.633016125857487,0.6207310596081178,2020-06-03,2022-11-11,16
263,263,1.6194587172028516,0.9098386847477463,0.6095984669858937,2020-05-26,2023-07-03,16
264,264,0.6745169032216407,0.3789547492308375,0.5445518455642688,2022-10-13,2022-05-24,16
265,265,0.8138429279991533,0.45723041367855655,0.09717740380419937,2023-05-16,2020-10-02,16
266,266,2.486129610696698,1.3967487229409736,0.12234569476299717,2020-01-16,2023-05-21,16
267,267,2.389412604388204,1.3424115096006737,0.051710768019220366,2024-01-03,2021-06-20,13
268,268,4.219864763545526,0.42713615183903253,0.9055914593538961,2020-07-15,2021-07-06,20
269,269,17.62579140279334,1.7840886224470183,0.1984405654280087,2020-06-13,2023-03-09,14
270,270,13.298415540868058,1.34607016053051,0.005470469912285281,2020-02-22,2021-11-21,16
271,271,12.820614661834643,1.2977069924549134,0.5783786045009275,2022-01-30,2023-03-04,19
272,272,9.051612084911472,0.9162072650499662,0.5396421358361294,2023-05-24,2020-12-13,16
273,273,5.778275459454602,0.5848790144506083,0.02859679132987125,2022-08-18,2020-08-21,15
274,274,12.690322946980286,1.2845188206015956,0.10905627351369729,2023-11-12,2020-11-15,13
275,275,5.36322610970336,0.5428675775895166,0.668743029177627,2020-12-07,2020-04-22,11
276,276,6.194282307732993,0.6269873696394651,0.3466100216314655,2021-08-30,2023-12-27,15
277,277,14.611362303487082,1.4789670800240666,0.9446751308523549,2022-10-18,2023-10-31,15
278,278,5.877987029326828,1.0386737347540849,0.9884081403566868,2021-07-07,2022-10-27,12
279,279,2.686075481934233,0.47464481271091297,0.005854629268911116,2021-05-26,2021-11-17,11
280,280,8.761339451335326,1.5481785046417427,0.6315283381105296,2020-09-23,2021-07-30,13
281,281,4.199717427717981,0.7421139522417801,0.27346980208084437,2022-11-01,2021-11-12,20
282,282,3.132777772848281,0.5535796478019044,0.2820340786729125,2023-01-14,2021-05-14,13
283,283,4.475574429803276,0.7908594532414333,0.21307546981721548,2021-09-12,2020-10-16,10
284,284,8.08757778951797,1.4291209874811275,0.5761251132873432,2021-03-13,2021-08-07,20
285,285,1.3971948441420041,0.24689227446463552,0.3561249054272635,2020-08-14,2022-01-01,13
286,286,2.887937635294872,0.5333893095429089,0.41235714388351963,2022-08-25,2023-01-01,12
287,287,7.907501405024432,1.4604805391529545,0.9745769103264922,2021-05-04,2023-10-01,16
288,288,9.093466311449058,1.6795230125252587,0.7278234152139449,2023-04-30,2020-06-12,11
289,289,9.475924195515688,1.7501612923199374,0.27719688210113047,2022-02-03,2021-12-25,20
290,290,3.7240442064761816,0.6878144956190452,0.9713570636060535,2023-02-19,2021-06-14,16
291,291,9.221366407304771,1.703145594600853,0.35740792285141065,2021-05-26,2021-02-21,12
292,292,8.708941189648671,1.6085029230633652,0.7407094538066185,2023-11-12,2021-07-22,18
293,293,8.746397596118511,1.6154209556900865,0.819931235999902,2020-10-27,2020-03-09,13
294,294,4.7806598235052125,0.8829667272778927,0.07452961356472176,2020-07-03,2022-10-19,15
295,295,10.5023842925017,1.9397439327874533,0.6085183371398956,2021-12-23,2021-07-29,18
296,296,7.249875220953518,0.7920467371465117,0.6936215981443833,2023-01-07,2021-08-26,14
297,297,14.957930439377998,1.634149504357351,0.9151350695519741,2023-06-02,2022-01-04,16
298,298,11.018781832919048,1.2037986768198403,0.05759030755779171,2020-09-15,2022-08-15,13
299,299,9.884559037480225,1.0798851697669063,0.5245059621638325,2021-03-24,2021-12-16,17
300,300,15.352285929779454,1.6772327257823958,0.03908391030795311,2023-04-04,2020-03-28,10
301,301,6.5581982153914105,0.7164812275731368,0.21442645560305107,2023-06-20,2022-11-04,13
