id,product_id,variation_value_id
668,88,7
669,88,53
670,88,55
671,88,54
672,89,10
673,89,5
674,89,52
675,89,58
676,89,56
677,89,57
678,89,14
679,90,55
680,90,57
681,90,1
682,90,7
683,90,4
684,90,13
685,90,12
686,91,50
687,91,54
688,91,1
689,91,3
690,91,51
691,91,9
692,91,57
693,91,59
694,91,56
695,92,493
696,92,10
697,92,13
698,92,54
699,92,50
700,92,7
701,92,1
702,92,55
703,93,50
704,93,1
705,93,2
706,93,9
707,93,59
708,94,52
709,94,50
710,94,14
711,94,51
712,94,493
713,95,52
714,95,2
715,95,8
716,95,59
717,95,58
718,96,14
719,96,1
720,96,54
721,96,2
722,96,493
723,96,12
724,96,5
725,97,14
726,97,4
727,97,15
728,97,6
729,97,493
730,97,8
731,97,11
732,97,10
733,98,54
734,98,12
735,98,2
736,98,7
737,98,8
738,98,56
739,98,13
740,98,59
741,99,57
742,99,4
743,99,56
744,99,10
745,99,51
746,99,13
747,99,53
748,99,14
749,99,15
750,100,3
751,100,8
752,100,50
753,100,2
754,100,58
755,101,58
756,101,2
757,101,5
758,101,493
759,101,52
760,101,3
761,101,12
762,101,13
763,102,55
764,102,15
765,102,50
766,102,11
767,102,12
768,102,2
769,102,54
770,103,11
771,103,493
772,103,8
773,103,9
774,103,4
775,103,54
776,104,15
777,104,2
778,104,7
779,104,57
780,104,12
781,104,54
782,105,114
783,105,15
784,105,8
785,105,13
786,105,105
787,105,4
788,105,14
789,105,112
790,105,109
791,106,105
792,106,7
793,106,8
794,106,109
795,106,3
796,107,112
797,107,12
798,107,13
799,107,111
800,107,114
801,107,14
802,107,109
803,107,107
804,108,9
805,108,111
806,108,4
807,108,109
808,108,110
809,108,105
810,108,15
811,109,112
812,109,6
813,109,4
814,109,14
815,109,5
816,109,7
817,110,111
818,110,15
819,110,11
820,110,9
821,110,12
822,110,2
823,110,104
824,110,14
825,110,113
826,111,4
827,111,9
828,111,12
829,111,104
830,111,110
831,111,114
832,111,10
833,112,111
834,112,2
835,112,9
836,112,108
837,112,104
838,112,109
839,112,6
840,112,107
841,112,105
842,113,14
843,113,7
844,113,105
845,113,106
846,113,5
847,113,109
848,113,2
849,114,108
850,114,112
851,114,11
852,114,8
853,114,109
854,114,15
855,114,9
856,115,7
857,115,104
858,115,113
859,115,109
860,115,14
861,115,8
862,115,103
863,116,14
864,116,4
865,116,113
866,116,105
867,116,107
868,116,104
869,117,112
870,117,6
871,117,110
872,117,113
873,117,13
874,118,109
875,118,103
876,118,110
877,118,4
878,118,3
879,118,8
880,119,9
881,119,105
882,119,15
883,119,1
884,119,106
885,120,112
886,120,9
887,120,7
888,120,11
889,120,13
890,120,104
891,120,111
892,120,105
893,121,104
894,121,6
895,121,3
896,121,7
897,121,105
898,121,12
899,121,113
900,121,112
901,121,110
902,121,15
903,122,10
904,122,112
905,122,13
906,122,3
907,122,106
908,123,105
909,123,103
910,123,6
911,123,1
912,123,15
913,123,9
914,123,5
915,124,109
916,124,10
917,124,105
918,124,11
919,124,111
920,124,5
921,124,4
922,125,113
923,125,114
924,125,108
925,125,15
926,125,111
927,125,103
928,125,110
929,125,109
930,125,6
931,126,13
932,126,107
933,126,109
934,126,10
935,126,15
936,126,112
937,126,12
938,126,5
939,127,111
940,127,15
941,127,9
942,127,109
943,127,114
944,127,112
945,127,107
946,127,110
947,128,1
948,128,7
949,128,5
950,128,104
951,128,114
952,129,108
953,129,111
954,129,13
955,129,15
956,129,2
957,129,105
958,130,105
959,130,113
960,130,12
961,130,6
962,130,11
963,130,103
964,130,2
965,130,14
966,130,110
967,130,3
968,131,11
969,131,6
970,131,14
971,131,112
972,131,5
973,131,8
974,131,108
975,131,106
976,131,104
977,131,9
978,132,12
979,132,10
980,132,9
981,132,11
982,132,109
983,132,103
984,132,4
985,132,111
986,132,1
987,133,111
988,133,9
989,133,6
990,133,12
991,133,7
992,133,113
993,133,4
994,133,14
995,133,114
996,133,108
997,134,114
998,134,4
999,134,111
1000,134,11
1001,134,7
1002,134,2
1003,134,106
1004,134,103
1005,134,5
1006,134,6
1007,135,110
1008,135,2
1009,135,10
1010,135,106
1011,135,13
1012,136,6
1013,136,113
1014,136,3
1015,136,9
1016,136,10
1017,136,4
1018,136,2
1019,136,12
1020,136,14
1021,136,105
1022,137,2
1023,137,5
1024,137,12
1025,137,113
1026,137,105
1027,137,4
1028,137,14
1029,137,13
1030,137,110
1031,137,11
1032,138,11
1033,138,109
1034,138,10
1035,138,108
1036,138,4
1037,138,12
1038,138,110
1039,138,8
1040,139,3
1041,139,11
1042,139,2
1043,139,1
1044,139,13
1045,140,3
1046,140,105
1047,140,104
1048,140,108
1049,140,15
1050,140,13
1051,141,105
1052,141,15
1053,141,6
1054,141,12
1055,141,10
1056,141,114
1057,141,107
1058,142,4
1059,142,107
1060,142,13
1061,142,109
1062,142,6
1063,142,7
1064,143,14
1065,143,2
1066,143,10
1067,143,8
1068,143,103
1069,143,114
1070,143,104
1071,143,105
1072,143,6
1073,144,111
1074,144,113
1075,144,109
1076,144,1
1077,144,112
1078,144,3
1079,144,107
1080,145,11
1081,145,104
1082,145,111
1083,145,9
1084,145,6
1085,145,5
1086,145,112
1087,145,8
1088,146,112
1089,146,103
1090,146,107
1091,146,108
1092,146,110
1093,146,7
1094,147,7
1095,147,4
1096,147,9
1097,147,105
1098,147,5
1099,148,15
1100,148,3
1101,148,109
1102,148,106
1103,148,113
1104,148,105
1105,148,2
1106,148,111
1107,149,107
1108,149,8
1109,149,12
1110,149,109
1111,149,106
1112,149,4
1113,149,7
1114,149,5
1115,149,113
1116,150,103
1117,150,111
1118,150,13
1119,150,114
1120,150,105
1121,150,15
1122,150,1
1123,151,109
1124,151,111
1125,151,7
1126,151,103
1127,151,2
1128,151,105
1129,151,108
1130,152,13
1131,152,113
1132,152,11
1133,152,2
1134,152,12
1135,152,104
1136,152,111
1137,153,1
1138,153,111
1139,153,114
1140,153,5
1141,153,8
1142,153,106
1143,154,13
1144,154,112
1145,154,4
1146,154,15
1147,154,106
1148,154,103
1149,155,12
1150,155,106
1151,155,114
1152,155,103
1153,155,14
1154,155,111
1155,156,6
1156,156,5
1157,156,107
1158,156,114
1159,156,104
1160,156,9
1161,156,15
1162,156,13
1163,156,106
1164,157,103
1165,157,8
1166,157,104
1167,157,113
1168,157,112
1169,157,13
1170,158,105
1171,158,104
1172,158,1
1173,158,11
1174,158,2
1175,158,111
1176,159,11
1177,159,103
1178,159,7
1179,159,106
1180,159,112
1181,159,104
1182,159,5
1183,160,2
1184,160,14
1185,160,103
1186,160,13
1187,160,107
1188,160,114
1189,160,105
1190,160,11
1191,160,111
1192,161,7
1193,161,10
1194,161,114
1195,161,15
1196,161,4
1197,161,105
1198,161,112
1199,161,111
1200,162,14
1201,162,106
1202,162,113
1203,162,103
1204,162,110
1205,162,10
1206,162,13
1207,162,109
1208,162,111
1209,163,1
1210,163,107
1211,163,108
1212,163,15
1213,163,11
1214,163,4
1215,163,9
1216,163,7
1217,164,7
1218,164,106
1219,164,107
1220,164,111
1221,164,108
1222,165,7
1223,165,107
1224,165,108
1225,165,106
1226,165,112
1227,165,110
1228,165,9
1229,166,15
1230,166,6
1231,166,109
1232,166,4
1233,166,1
1234,166,2
1235,166,9
1236,166,12
1237,167,2
1238,167,105
1239,167,12
1240,167,110
1241,167,9
1242,167,11
1243,167,108
1244,168,107
1245,168,112
1246,168,106
1247,168,1
1248,168,10
1249,168,108
1250,168,113
1251,168,12
1252,168,13
1253,168,14
1254,169,107
1255,169,7
1256,169,105
1257,169,112
1258,169,106
1259,169,1
1260,169,108
1261,170,7
1262,170,1
1263,170,110
1264,170,111
1265,170,104
1266,170,113
1267,170,109
1268,170,13
1269,170,6
1270,171,107
1271,171,111
1272,171,110
1273,171,10
1274,171,112
1275,171,9
1276,171,114
1277,171,108
1278,171,6
1279,172,109
1280,172,1
1281,172,107
1282,172,10
1283,172,112
1284,172,12
1285,172,9
1286,173,1
1287,173,14
1288,173,6
1289,173,109
1290,173,12
1291,173,11
1292,173,4
1293,174,6
1294,174,112
1295,174,110
1296,174,11
1297,174,15
1298,174,113
1299,174,114
1300,174,14
1301,175,12
1302,175,15
1303,175,112
1304,175,8
1305,175,110
1306,176,2
1307,176,112
1308,176,13
1309,176,108
1310,176,8
1311,176,12
1312,176,10
1313,176,110
1314,177,105
1315,177,14
1316,177,8
1317,177,112
1318,177,4
1319,178,8
1320,178,12
1321,178,106
1322,178,11
1323,178,113
1324,178,14
1325,178,105
1326,178,15
1327,179,109
1328,179,11
1329,179,113
1330,179,112
1331,179,8
1332,179,10
1333,179,104
1334,179,1
1335,179,111
1336,180,14
1337,180,11
1338,180,2
1339,180,8
1340,180,7
1341,180,114
1342,180,6
1343,180,1
1344,181,8
1345,181,15
1346,181,112
1347,181,5
1348,181,114
1349,181,1
1350,182,112
1351,182,8
1352,182,106
1353,182,4
1354,182,104
1355,182,108
1356,182,113
1357,183,103
1358,183,14
1359,183,6
1360,183,106
1361,183,109
1362,183,11
1363,183,112
1364,183,5
1365,183,3
1366,184,103
1367,184,6
1368,184,4
1369,184,105
1370,184,15
1371,185,113
1372,185,103
1373,185,9
1374,185,6
1375,185,108
1376,185,112
1377,185,8
1378,185,111
1379,185,7
1380,185,11
1381,186,8
1382,186,2
1383,186,6
1384,186,111
1385,186,14
1386,186,104
1387,186,7
1388,186,3
1389,186,12
1390,187,112
1391,187,11
1392,187,103
1393,187,106
1394,187,15
1395,187,105
1396,187,2
1397,187,104
1398,188,112
1399,188,109
1400,188,105
1401,188,3
1402,188,11
1403,188,106
1404,188,104
1405,189,8
1406,189,113
1407,189,7
1408,189,106
1409,189,5
1410,189,108
1411,190,114
1412,190,12
1413,190,10
1414,190,11
1415,190,8
1416,191,112
1417,191,107
1418,191,14
1419,191,1
1420,191,114
1421,191,10
1422,192,15
1423,192,104
1424,192,112
1425,192,113
1426,192,13
1427,192,107
1428,192,11
1429,192,7
1430,193,7
1431,193,113
1432,193,110
1433,193,105
1434,193,14
1435,193,3
1436,193,10
1437,193,15
1438,193,109
1439,194,12
1440,194,103
1441,194,113
1442,194,6
1443,194,114
1444,194,109
1445,194,112
1446,195,15
1447,195,5
1448,195,4
1449,195,109
1450,195,3
1451,195,104
1452,195,10
1453,195,113
1454,195,107
1455,195,8
1456,196,4
1457,196,114
1458,196,2
1459,196,9
1460,196,7
1461,196,3
1462,196,107
1463,196,12
1464,197,110
1465,197,112
1466,197,114
1467,197,106
1468,197,10
1469,197,104
1470,197,5
1471,198,2
1472,198,3
1473,198,13
1474,198,7
1475,198,10
1476,198,11
1477,198,109
1478,198,114
1479,199,12
1480,199,8
1481,199,5
1482,199,113
1483,199,109
1484,199,10
1485,199,110
1486,199,114
1487,199,7
1488,200,12
1489,200,13
1490,200,2
1491,200,106
1492,200,112
1493,200,107
1494,200,5
1495,200,114
1496,200,4
1497,200,15
1498,201,7
1499,201,15
1500,201,112
1501,201,108
1502,201,110
1503,202,112
1504,202,7
1505,202,15
1506,202,105
1507,202,3
1508,203,15
1509,203,108
1510,203,104
1511,203,8
1512,203,114
1513,203,3
1514,203,11
1515,203,5
1516,203,105
1517,203,113
1518,204,1
1519,204,88
1520,204,7
1521,204,5
1522,204,84
1523,204,4
1524,204,2
1525,204,3
1526,205,13
1527,205,86
1528,205,12
1529,205,2
1530,205,9
1531,206,10
1532,206,85
1533,206,87
1534,206,6
1535,206,15
1536,207,2
1537,207,9
1538,207,84
1539,207,3
1540,207,83
1541,208,10
1542,208,84
1543,208,11
1544,208,88
1545,208,4
1546,208,6
1547,208,85
1548,208,5
1549,208,1
1550,209,88
1551,209,10
1552,209,7
1553,209,84
1554,209,83
1555,209,82
1556,209,85
1557,209,15
1558,209,4
1559,210,4
1560,210,7
1561,210,86
1562,210,11
1563,210,87
1564,211,2
1565,211,12
1566,211,4
1567,211,13
1568,211,85
1569,211,7
1570,211,83
1571,211,88
1572,212,86
1573,212,6
1574,212,15
1575,212,7
1576,212,11
1577,212,87
1578,212,13
1579,212,88
1580,213,4
1581,213,83
1582,213,14
1583,213,5
1584,213,86
1585,213,7
1586,213,82
1587,213,2
1588,213,15
1589,214,9
1590,214,11
1591,214,14
1592,214,85
1593,214,4
1594,214,82
1595,214,6
1596,214,15
1597,214,84
1598,215,15
1599,215,85
1600,215,4
1601,215,2
1602,215,83
1603,215,87
1604,215,86
1605,216,83
1606,216,6
1607,216,7
1608,216,15
1609,216,10
1610,217,10
1611,217,88
1612,217,83
1613,217,12
1614,217,4
1615,218,85
1616,218,9
1617,218,88
1618,218,10
1619,218,14
1620,218,84
1621,218,83
1622,218,15
1623,218,1
1624,218,7
1625,219,3
1626,219,1
1627,219,2
1628,219,9
1629,219,83
1630,219,13
1631,219,7
1632,219,15
1633,220,86
1634,220,87
1635,220,82
1636,220,2
1637,220,3
1638,220,4
1639,220,85
1640,220,8
1641,221,83
1642,221,88
1643,221,13
1644,221,12
1645,221,86
1646,221,5
1647,221,14
1648,221,11
1649,221,82
1650,221,8
1651,222,5
1652,222,8
1653,222,85
1654,222,83
1655,222,13
1656,222,7
1657,222,6
1658,223,14
1659,223,87
1660,223,3
1661,223,83
1662,223,1
1663,223,85
1664,224,6
1665,224,15
1666,224,7
1667,224,82
1668,224,84
1669,224,87
1670,224,4
1671,224,14
1672,225,10
1673,225,86
1674,225,6
1675,225,84
1676,225,4
1677,225,2
1678,226,3
1679,226,15
1680,226,5
1681,226,8
1682,226,82
1683,226,12
1684,226,11
1685,226,1
1686,226,9
1687,226,6
1688,227,7
1689,227,86
1690,227,5
1691,227,13
1692,227,3
1693,227,85
1694,227,87
1695,227,8
1696,228,83
1697,228,4
1698,228,6
1699,228,82
1700,228,87
1701,228,3
1702,228,1
1703,228,84
1704,229,6
1705,229,88
1706,229,3
1707,229,15
1708,229,11
1709,229,86
1710,230,13
1711,230,3
1712,230,5
1713,230,15
1714,230,7
1715,230,2
1716,230,82
1717,230,88
1718,230,83
1719,231,14
1720,231,85
1721,231,5
1722,231,13
1723,231,6
1724,232,5
1725,232,85
1726,232,88
1727,232,6
1728,232,83
1729,232,8
1730,232,12
1731,233,9
1732,233,84
1733,233,87
1734,233,15
1735,233,8
1736,234,83
1737,234,12
1738,234,84
1739,234,10
1740,234,9
1741,234,85
1742,234,2
1743,235,86
1744,235,15
1745,235,13
1746,235,14
1747,235,84
1748,235,7
1749,236,15
1750,236,87
1751,236,4
1752,236,12
1753,236,8
1754,236,3
1755,237,86
1756,237,13
1757,237,7
1758,237,15
1759,237,88
1760,238,12
1761,238,11
1762,238,87
1763,238,86
1764,238,15
1765,238,6
1766,238,3
1767,238,8
1768,238,83
1769,238,5
1770,239,11
1771,239,87
1772,239,83
1773,239,7
1774,239,6
1775,240,82
1776,240,12
1777,240,7
1778,240,13
1779,240,15
1780,241,14
1781,241,88
1782,241,8
1783,241,3
1784,241,9
1785,241,4
1786,241,7
1787,242,10
1788,242,3
1789,242,8
1790,242,1
1791,242,2
1792,242,86
1793,242,88
1794,242,83
1795,242,12
1796,243,84
1797,243,4
1798,243,7
1799,243,88
1800,243,15
1801,243,86
1802,243,12
1803,244,9
1804,244,85
1805,244,84
1806,244,14
1807,244,7
1808,244,5
1809,244,13
1810,244,87
1811,244,8
1812,244,10
1813,245,7
1814,245,14
1815,245,82
1816,245,13
1817,245,83
1818,245,8
1819,245,11
1820,245,10
1821,245,88
1822,246,88
1823,246,5
1824,246,1
1825,246,7
1826,246,10
1827,246,12
1828,246,87
1829,246,86
1830,246,83
1831,247,13
1832,247,10
1833,247,85
1834,247,2
1835,247,1
1836,247,88
1837,247,87
1838,247,7
1839,247,9
1840,247,82
1841,248,11
1842,248,9
1843,248,85
1844,248,1
1845,248,8
1846,248,2
1847,248,7
1848,248,3
1849,249,15
1850,249,88
1851,249,6
1852,249,85
1853,249,86
1854,249,12
1855,249,5
1856,249,9
1857,249,4
1858,250,2
1859,250,83
1860,250,8
1861,250,85
1862,250,4
1863,250,14
1864,250,9
1865,250,1
1866,250,7
1867,250,86
1868,251,11
1869,251,4
1870,251,84
1871,251,2
1872,251,86
1873,251,1
1874,251,9
1875,251,13
1876,252,83
1877,252,86
1878,252,87
1879,252,15
1880,252,9
1881,252,13
1882,252,82
1883,253,84
1884,253,1
1885,253,12
1886,253,82
1887,253,8
1888,253,2
1889,253,15
1890,254,84
1891,254,3
1892,254,5
1893,254,14
1894,254,82
1895,254,87
1896,254,15
1897,255,85
1898,255,11
1899,255,6
1900,255,84
1901,255,14
1902,255,87
1903,256,5
1904,256,84
1905,256,86
1906,256,6
1907,256,83
1908,256,10
1909,256,14
1910,256,8
1911,256,13
1912,256,4
1913,257,6
1914,257,13
1915,257,2
1916,257,87
1917,257,12
1918,257,82
1919,257,5
1920,257,14
1921,257,9
1922,258,7
1923,258,83
1924,258,14
1925,258,82
1926,258,8
1927,258,2
1928,259,88
1929,259,86
1930,259,3
1931,259,13
1932,259,14
1933,259,84
1934,259,87
1935,259,9
1936,259,5
1937,259,6
1938,260,12
1939,260,7
1940,260,11
1941,260,85
1942,260,3
1943,260,5
1944,260,4
1945,260,13
1946,260,87
1947,261,4
1948,261,2
1949,261,8
1950,261,86
1951,261,5
1952,261,87
1953,261,3
1954,261,14
1955,261,9
1956,261,83
1957,262,9
1958,262,11
1959,262,8
1960,262,3
1961,262,14
1962,262,1
1963,262,4
1964,262,10
1965,262,83
1966,262,88
1967,263,82
1968,263,84
1969,263,8
1970,263,11
1971,263,88
1972,263,15
1973,263,87
1974,263,10
1975,263,4
1976,263,85
1977,264,25
1978,264,12
1979,264,18
1980,264,21
1981,264,20
1982,264,23
1983,264,3
1984,265,9
1985,265,17
1986,265,25
1987,265,26
1988,265,3
1989,266,6
1990,266,8
1991,266,11
1992,266,2
1993,266,22
1994,266,19
1995,266,14
1996,266,21
1997,267,19
1998,267,12
1999,267,14
2000,267,13
2001,267,16
2002,267,20
2003,267,8
2004,267,21
2005,267,7
2006,268,2
2007,268,19
2008,268,9
2009,268,24
2010,268,14
2011,268,12
2012,268,8
2013,268,17
2014,268,22
2015,268,20
2016,269,11
2017,269,22
2018,269,12
2019,269,3
2020,269,7
2021,269,15
2022,269,9
2023,269,18
2024,269,26
2025,269,13
2026,270,7
2027,270,12
2028,270,13
2029,270,8
2030,270,1
2031,270,6
2032,270,11
2033,270,17
2034,270,18
2035,270,21
2036,271,6
2037,271,14
2038,271,20
2039,271,7
2040,271,16
2041,271,23
2042,271,12
2043,271,15
2044,271,24
2045,272,12
2046,272,9
2047,272,16
2048,272,18
2049,272,17
2050,273,13
2051,273,5
2052,273,19
2053,273,12
2054,273,8
2055,274,15
2056,274,9
2057,274,21
2058,274,3
2059,274,25
2060,274,26
2061,274,13
2062,274,2
2063,274,16
2064,275,3
2065,275,14
2066,275,25
2067,275,17
2068,275,2
2069,275,1
2070,276,17
2071,276,16
2072,276,22
2073,276,25
2074,276,13
2075,276,6
2076,276,1
2077,276,21
2078,276,19
2079,276,15
2080,277,7
2081,277,21
2082,277,20
2083,277,14
2084,277,16
2085,277,5
2086,277,8
2087,278,7
2088,278,24
2089,278,2
2090,278,8
2091,278,23
2092,279,8
2093,279,5
2094,279,14
2095,279,15
2096,279,1
2097,279,17
2098,280,20
2099,280,11
2100,280,2
2101,280,17
2102,280,14
2103,280,25
2104,280,24
2105,281,19
2106,281,16
2107,281,1
2108,281,10
2109,281,6
2110,281,13
2111,281,9
2112,281,3
2113,282,5
2114,282,16
2115,282,26
2116,282,23
2117,282,19
2118,282,9
2119,282,24
2120,282,17
2121,283,3
2122,283,24
2123,283,22
2124,283,23
2125,283,25
2126,283,18
2127,283,6
2128,284,20
2129,284,26
2130,284,23
2131,284,21
2132,284,19
2133,284,8
2134,284,18
2135,284,15
2136,284,11
2137,284,4
2138,285,9
2139,285,26
