id,bundle_id,price,discount,start_date,end_date,min_quantity
140,140,36.532937286548794,0.14347452035646793,2024-01-09 16:08:26.934671,2024-02-08 16:08:26.934671,100
141,141,2.8362847901798234,0.05526282701449441,2024-01-09 16:08:26.935846,2024-02-08 16:08:26.935846,100
142,142,10.44608087143845,0.3984786701681655,2024-01-09 16:08:26.937408,2024-02-08 16:08:26.937408,100
143,143,10.722648830173698,0.1499765609435356,2024-01-09 16:08:26.939348,2024-02-08 16:08:26.939348,100
144,144,0.6336463248309714,0.03449272121842757,2024-01-09 16:08:26.940968,2024-02-08 16:08:26.940968,100
145,145,0.6306498065094329,0.3230715074635892,2024-01-09 16:08:26.942924,2024-02-08 16:08:26.942924,100
146,146,4.591499840919639,0.25245817508806856,2024-01-09 16:08:26.944902,2024-02-08 16:08:26.944902,100
147,147,7.271675517996044,0.2005213888869995,2024-01-09 16:08:26.946522,2024-02-08 16:08:26.946522,100
148,148,29.01697873783544,0.1928287257748128,2024-01-09 16:08:26.949334,2024-02-08 16:08:26.949334,100
149,149,32.4410380720351,0.3263062232049072,2024-01-09 16:08:26.951538,2024-02-08 16:08:26.951538,100
150,150,12.289841167313542,0.18331857386987901,2024-01-09 16:08:26.953054,2024-02-08 16:08:26.953054,100
151,151,4.880089610501787,0.10415364077579436,2024-01-09 16:08:26.954394,2024-02-08 16:08:26.954394,100
152,152,10.718228527241022,0.20129543766287578,2024-01-09 16:08:26.956715,2024-02-08 16:08:26.956715,100
153,153,21.045199784093924,0.09545987693564971,2024-01-09 16:08:26.958330,2024-02-08 16:08:26.958330,100
154,154,5.927906448505689,0.09520984378637176,2024-01-09 16:08:26.960127,2024-02-08 16:08:26.960127,100
155,155,4.455856269802863,0.04619866142369542,2024-01-09 16:08:26.961807,2024-02-08 16:08:26.961807,100
156,156,4.11419015378187,0.05347414773664521,2024-01-09 16:08:26.964022,2024-02-08 16:08:26.964022,100
157,157,17.493117516130987,0.10600366328840725,2024-01-09 16:08:26.965834,2024-02-08 16:08:26.965834,100
158,158,0.6478733288565991,0.09339425908197585,2024-01-09 16:08:26.967001,2024-02-08 16:08:26.967001,100
159,159,12.906618198747069,0.33076692517087497,2024-01-09 16:08:26.969496,2024-02-08 16:08:26.969496,100
160,160,0.9559085526693436,0.026539765549571694,2024-01-09 16:08:26.971126,2024-02-08 16:08:26.971126,100
161,161,17.12561887132098,0.04145309444582184,2024-01-09 16:08:26.974316,2024-02-08 16:08:26.974316,100
162,162,37.916826067098846,0.07988814491307204,2024-01-09 16:08:26.976228,2024-02-08 16:08:26.976228,100
163,163,23.36063633520448,0.2495822966075063,2024-01-09 16:08:26.978843,2024-02-08 16:08:26.978843,100
164,164,12.145894380634601,0.35718649861445223,2024-01-09 16:08:26.981459,2024-02-08 16:08:26.981459,100
165,165,17.537147848239346,0.2004784529636553,2024-01-09 16:08:26.982687,2024-02-08 16:08:26.982687,100
166,166,16.51601939086167,0.386759104780756,2024-01-09 16:08:26.984498,2024-02-08 16:08:26.984498,100
167,167,10.167880425273903,0.3381412805117365,2024-01-09 16:08:26.986132,2024-02-08 16:08:26.986132,100
168,168,4.86049165339997,0.17585723119764612,2024-01-09 16:08:26.987707,2024-02-08 16:08:26.987707,100
169,169,19.439238445525515,0.25710544495619275,2024-01-09 16:08:26.990542,2024-02-08 16:08:26.990542,100
170,170,16.403889849906363,0.25484453973238735,2024-01-09 16:08:26.993824,2024-02-08 16:08:26.993824,100
171,171,4.137414834648956,0.3747154397404804,2024-01-09 16:08:26.995513,2024-02-08 16:08:26.995513,100
172,172,8.313735556127316,0.22172680920183205,2024-01-09 16:08:26.997155,2024-02-08 16:08:26.997155,100
173,173,4.833194474011201,0.39639660063158805,2024-01-09 16:08:26.999020,2024-02-08 16:08:26.999020,100
174,174,15.475962670371466,0.39420626274464315,2024-01-09 16:08:27.000664,2024-02-08 16:08:27.000664,100
175,175,6.339716442347745,0.027321107908041098,2024-01-09 16:08:27.001891,2024-02-08 16:08:27.001891,100
176,176,13.398798983993135,0.053112236955107944,2024-01-09 16:08:27.003760,2024-02-08 16:08:27.003760,100
177,177,10.82180407914265,0.3797001277776204,2024-01-09 16:08:27.005578,2024-02-08 16:08:27.005578,100
178,178,3.2315496389698137,0.1809418024691338,2024-01-09 16:08:27.006746,2024-02-08 16:08:27.006746,100
179,179,12.526056702477229,0.3223549261782916,2024-01-09 16:08:27.008257,2024-02-08 16:08:27.008257,100
180,180,1.6725207618693534,0.2599109781814294,2024-01-09 16:08:27.010248,2024-02-08 16:08:27.010248,100
181,181,1.961581647660732,0.11476906535710946,2024-01-09 16:08:27.012813,2024-02-08 16:08:27.012813,100
182,182,27.24287159804629,0.012424966761293588,2024-01-09 16:08:27.014954,2024-02-08 16:08:27.014954,100
183,183,20.774542385226642,0.01912922236745809,2024-01-09 16:08:27.017529,2024-02-08 16:08:27.017529,100
184,184,10.65708001738374,0.3490823423448608,2024-01-09 16:08:27.019814,2024-02-08 16:08:27.019814,100
185,185,2.5917303429259184,0.2797590911090208,2024-01-09 16:08:27.020762,2024-02-08 16:08:27.020762,100
186,186,14.620655245958368,0.27866663863191155,2024-01-09 16:08:27.022245,2024-02-08 16:08:27.022245,100
187,187,4.778028665142507,0.30658355568399887,2024-01-09 16:08:27.023744,2024-02-08 16:08:27.023744,100
188,188,10.307227311516744,0.2154984390235697,2024-01-09 16:08:27.026242,2024-02-08 16:08:27.026242,100
189,189,22.280064791565263,0.002949288457732591,2024-01-09 16:08:27.028209,2024-02-08 16:08:27.028209,100
190,190,10.285168353441884,0.2928631311308524,2024-01-09 16:08:27.030164,2024-02-08 16:08:27.030164,100
191,191,14.111750277276272,0.03494458471780111,2024-01-09 16:08:27.032390,2024-02-08 16:08:27.032390,100
192,192,3.690818761517107,0.14894589258947186,2024-01-09 16:08:27.033926,2024-02-08 16:08:27.033926,100
193,193,1.3778478332990907,0.02142589657782872,2024-01-09 16:08:27.035146,2024-02-08 16:08:27.035146,100
194,194,2.4209538815805325,0.21565955700821757,2024-01-09 16:08:27.036326,2024-02-08 16:08:27.036326,100
195,195,22.500753337520088,0.26704964430207095,2024-01-09 16:08:27.038101,2024-02-08 16:08:27.038101,100
196,196,0.127119175663705,0.25875117899688543,2024-01-09 16:08:27.039282,2024-02-08 16:08:27.039282,100
197,197,1.4921755961830911,0.3575152034978315,2024-01-09 16:08:27.040475,2024-02-08 16:08:27.040475,100
198,198,15.1011416344496,0.02362485350298296,2024-01-09 16:08:27.042007,2024-02-08 16:08:27.042007,100
199,199,3.2205292306283564,0.3310772247048458,2024-01-09 16:08:27.043352,2024-02-08 16:08:27.043352,100
200,200,0.8447008109003133,0.2798271637833877,2024-01-09 16:08:27.044658,2024-02-08 16:08:27.044658,100
201,201,2.543546948720506,0.02219845077582541,2024-01-09 16:08:27.045834,2024-02-08 16:08:27.045834,100
202,202,2.592154325271303,0.1016357600732369,2024-01-09 16:08:27.046708,2024-02-08 16:08:27.046708,100
203,203,22.17702652033107,0.2725633124047475,2024-01-09 16:08:27.048906,2024-02-08 16:08:27.048906,100
204,204,20.312264785911037,0.2348321665397423,2024-01-09 16:08:27.051999,2024-02-08 16:08:27.051999,100
205,205,6.093372581567777,0.3433591703804604,2024-01-09 16:08:27.053525,2024-02-08 16:08:27.053525,100
206,206,5.371479796498706,0.17600862847516488,2024-01-09 16:08:27.054687,2024-02-08 16:08:27.054687,100
207,207,21.03222298102,0.22822745335827627,2024-01-09 16:08:27.057098,2024-02-08 16:08:27.057098,100
208,208,18.950695959005827,0.26621373573684437,2024-01-09 16:08:27.058919,2024-02-08 16:08:27.058919,100
209,209,13.385149512788297,0.02641225904650999,2024-01-09 16:08:27.061824,2024-02-08 16:08:27.061824,100
210,210,13.510528113192626,0.32181834437068724,2024-01-09 16:08:27.065094,2024-02-08 16:08:27.065094,100
211,211,3.6214183550629295,0.35951337760188123,2024-01-09 16:08:27.066387,2024-02-08 16:08:27.066387,100
212,212,2.164047014732007,0.36335969536516827,2024-01-09 16:08:27.067613,2024-02-08 16:08:27.067613,100
213,213,8.256838435543749,0.1293322361175632,2024-01-09 16:08:27.068788,2024-02-08 16:08:27.068788,100
214,214,1.2139130948148202,0.3955494125916097,2024-01-09 16:08:27.069653,2024-02-08 16:08:27.069653,100
215,215,13.935318400495799,0.19595371526361882,2024-01-09 16:08:27.070816,2024-02-08 16:08:27.070816,100
216,216,9.68958369467785,0.16318872715148527,2024-01-09 16:08:27.072293,2024-02-08 16:08:27.072293,100
217,217,2.7868222436459784,0.021605400677439948,2024-01-09 16:08:27.073430,2024-02-08 16:08:27.073430,100
218,218,9.273952728862149,0.17010711510282883,2024-01-09 16:08:27.075239,2024-02-08 16:08:27.075239,100
219,219,18.590312935099245,0.2871556918324056,2024-01-09 16:08:27.077056,2024-02-08 16:08:27.077056,100
220,220,12.289864886886793,0.18915908109868798,2024-01-09 16:08:27.079832,2024-02-08 16:08:27.079832,100
221,221,0.9127589062279533,0.3028207970371519,2024-01-09 16:08:27.081484,2024-02-08 16:08:27.081484,100
222,222,4.508713332927573,0.28212471194975003,2024-01-09 16:08:27.083296,2024-02-08 16:08:27.083296,100
223,223,7.874295685421045,0.3927349309874147,2024-01-09 16:08:27.085380,2024-02-08 16:08:27.085380,100
224,224,13.393902799247968,0.3612011023601434,2024-01-09 16:08:27.086850,2024-02-08 16:08:27.086850,100
225,225,6.628721053685626,0.2540611444588202,2024-01-09 16:08:27.088315,2024-02-08 16:08:27.088315,100
226,226,14.83545751914649,0.17331081465905177,2024-01-09 16:08:27.090431,2024-02-08 16:08:27.090431,100
227,227,0.3401667436309713,0.32337610260999783,2024-01-09 16:08:27.091278,2024-02-08 16:08:27.091278,100
228,228,2.671719358032612,0.21188613855297644,2024-01-09 16:08:27.092509,2024-02-08 16:08:27.092509,100
229,229,17.090028040186525,0.19173840280691443,2024-01-09 16:08:27.094738,2024-02-08 16:08:27.094738,100
230,230,7.550374848504849,0.2470842188965918,2024-01-09 16:08:27.097465,2024-02-08 16:08:27.097465,100
231,231,15.65113432070317,0.23807276005339728,2024-01-09 16:08:27.099690,2024-02-08 16:08:27.099690,100
232,232,3.935184725299986,0.26889436771254893,2024-01-09 16:08:27.101554,2024-02-08 16:08:27.101554,100
233,233,0.6329239341443567,0.27096194801875706,2024-01-09 16:08:27.102742,2024-02-08 16:08:27.102742,100
234,234,4.747528350429275,0.0738222923040996,2024-01-09 16:08:27.103886,2024-02-08 16:08:27.103886,100
235,235,41.2285297768278,0.2877391237387894,2024-01-09 16:08:27.106376,2024-02-08 16:08:27.106376,100
236,236,2.86330495646746,0.008548091390735247,2024-01-09 16:08:27.107843,2024-02-08 16:08:27.107843,100
237,237,7.727700727394107,0.3747196262152035,2024-01-09 16:08:27.110032,2024-02-08 16:08:27.110032,100
238,238,15.45233706355921,0.1799669211215992,2024-01-09 16:08:27.112093,2024-02-08 16:08:27.112093,100
239,239,4.441700922335292,0.08602007704313892,2024-01-09 16:08:27.114048,2024-02-08 16:08:27.114048,100
240,240,13.580615704277621,0.30237488206725976,2024-01-09 16:08:27.115536,2024-02-08 16:08:27.115536,100
241,241,21.95877118017018,0.28043274413591396,2024-01-09 16:08:27.118254,2024-02-08 16:08:27.118254,100
242,242,19.56262776799394,0.14339254274672028,2024-01-09 16:08:27.120993,2024-02-08 16:08:27.120993,100
243,243,17.804437579766635,0.29948131847451376,2024-01-09 16:08:27.123097,2024-02-08 16:08:27.123097,100
244,244,3.838866593348363,0.15752669609547906,2024-01-09 16:08:27.124608,2024-02-08 16:08:27.124608,100
245,245,23.167552719690065,0.12499332543804922,2024-01-09 16:08:27.127174,2024-02-08 16:08:27.127174,100
246,246,6.784437839812439,0.14787084133969444,2024-01-09 16:08:27.130128,2024-02-08 16:08:27.130128,100
247,247,22.5331692617038,0.22625286673526263,2024-01-09 16:08:27.133012,2024-02-08 16:08:27.133012,100
248,248,2.2968755838007926,0.011511731673398452,2024-01-09 16:08:27.134245,2024-02-08 16:08:27.134245,100
249,249,2.4088181463690894,0.01745020728955873,2024-01-09 16:08:27.135581,2024-02-08 16:08:27.135581,100
250,250,1.7259292494028777,0.3654036942494867,2024-01-09 16:08:27.138354,2024-02-08 16:08:27.138354,100
251,251,7.134708559976853,0.26761531688123685,2024-01-09 16:08:27.140139,2024-02-08 16:08:27.140139,100
252,252,1.0427335243909608,0.19907938016458823,2024-01-09 16:08:27.141665,2024-02-08 16:08:27.141665,100
